hebrew,transliteration,root,pos,gender,verb_group,pattern,number,other_descriptors,translation,pos_raw,entry_url,page
אִזְמֵל,izmel,-,Noun,masculine,,,,,chisel; scalpel,Noun – masculine,https://www.pealim.com/dict/6621-izmel/,12
לְהַאֲזִין,leha'azin,א - ז - ן,Verb,,hif'il,,,,"to listen (music, radio), to heed",Verb – hif'il,https://www.pealim.com/dict/78-lehaazin/,12
לְהִתְאַזֵּן,lehit'azen,א - ז - ן,Verb,,hitpa'el,,,,"to balance, to be balanced",Verb – hitpa'el,https://www.pealim.com/dict/80-lehitazen/,12
אִיזּוּן,izun,א - ז - ן,Noun,masculine,,kittul,,,"balance, equilibrium","Noun – kittul pattern, masculine",https://www.pealim.com/dict/4684-izun/,12
אוֹזֶן,ozen,א - ז - ן,Noun,feminine,,kotel,,,ear (anatomy),"Noun – kotel pattern, feminine",https://www.pealim.com/dict/3203-ozen/,13
הַאֲזָנָה,ha'azana,א - ז - ן,Noun,feminine,,haktala,,,listening,"Noun – haktala pattern, feminine",https://www.pealim.com/dict/3729-haazana/,13
לְאַזֵּן,le'azen,א - ז - ן,Verb,,pi'el,,,,"to balance, to offset",Verb – pi'el,https://www.pealim.com/dict/79-leazen/,13
אוֹזְנִית,oznit,א - ז - ן,Noun,feminine,,,,,"earphone, headphone, earbud",Noun – feminine,https://www.pealim.com/dict/8851-oznit/,13
לֶאֱזוֹק,le'ezok,א - ז - ק,Verb,,pa'al,,,,"to handcuff, to bind with handcuffs (את)",Verb – pa'al,https://www.pealim.com/dict/5522-leezok/,13
אֲזִיקִּים,azikim,א - ז - ק,Noun,masculine,,,,,handcuffs,Noun – masculine,https://www.pealim.com/dict/6658-azikim/,13
אָזִיק,azik,א - ז - ק,Noun,masculine,,katil,,,handcuff (אזיקים: handcuffs),"Noun – katil pattern, masculine",https://www.pealim.com/dict/6978-azik/,13
אֲזִיקוֹן,azikon,א - ז - ק,Noun,masculine,,,,,restraint (plastic or nylon); cable tie,Noun – masculine,https://www.pealim.com/dict/6979-azikon/,13
לְהִתְאַזֵּר,lehit'azer,א - ז - ר,Verb,,hitpa'el,,,,"to gird oneself, to girdle",Verb – hitpa'el,https://www.pealim.com/dict/82-lehitazer/,13
אֵזוֹר,ezor,א - ז - ר,Noun,,,,,,"zone, region, area",Noun,https://www.pealim.com/dict/4667-ezor/,13
לֶאֱזוֹר,le'ezor,א - ז - ר,Verb,,pa'al,,,,"to gird, to put on (a belt)",Verb – pa'al,https://www.pealim.com/dict/81-leezor/,13
אֱזוֹרִי,ezori,א - ז - ר,Adjective,,,,,,regional,Adjective,https://www.pealim.com/dict/8578-ezori/,13
לְהִתְאַזְרֵחַ,lehit'azreach,א - ז - ר - ח,Verb,,hitpa'el,,,,"to become a citizen, to naturalise",Verb – hitpa'el,https://www.pealim.com/dict/8619-lehitazreach/,13
אֶזְרָח,ezrach,-,Noun,,,,,,citizen; civilian,Noun,https://www.pealim.com/dict/8812-ezrach/,13
אֶזְרָחִי,ezrachi,-,Adjective,,,,,,"civilian, civil (law)",Adjective,https://www.pealim.com/dict/8813-ezrachi/,13
אָח,ach,-,Noun,masculine,,,,,brother,Noun – masculine,https://www.pealim.com/dict/4113-ach/,14
אָח,ach,-,Noun,feminine,,,,,"fireplace, hearth",Noun – feminine,https://www.pealim.com/dict/7076-ach/,14
לְהִתְאַחֵד,lehit'ached,א - ח - ד,Verb,,hitpa'el,,,,"to be united, to unite (with)",Verb – hitpa'el,https://www.pealim.com/dict/84-lehitached/,14
הִתְאַחֲדוּת,hit'achadut,א - ח - ד,Noun,feminine,,hitkattlut,,,"association, federation; unification","Noun – hitkattlut pattern, feminine",https://www.pealim.com/dict/4191-hitachadut/,14
אַחְדוּת,achdut,א - ח - ד,Noun,feminine,,katlut,,,"unity, unification","Noun – katlut pattern, feminine",https://www.pealim.com/dict/3642-achdut/,14
אִיחוּד,ichud,א - ח - ד,Noun,masculine,,kittul,,,"unity, unification","Noun – kittul pattern, masculine",https://www.pealim.com/dict/4190-ichud/,14
אָחִיד,achid,א - ח - ד,Adjective,,,katil,,,"homogeneous, uniform; standard, constant",Adjective – katil pattern,https://www.pealim.com/dict/4192-achid/,14
לְהַאֲחִיד,leha'achid,א - ח - ד,Verb,,hif'il,,,,"to unify, to coalesce",Verb – hif'il,https://www.pealim.com/dict/4193-lehaachid/,14
מְאוּחָד,me'uchad,א - ח - ד,Adjective,,,mekuttal,,,united,Adjective – mekuttal pattern,https://www.pealim.com/dict/4194-meuchad/,14
הַאֲחָדָה,ha'achada,א - ח - ד,Noun,feminine,,haktala,,,"unification, coalescence","Noun – haktala pattern, feminine",https://www.pealim.com/dict/4195-haachada/,14
לְאַחֵד,le'ached,א - ח - ד,Verb,,pi'el,,,,to unite,Verb – pi'el,https://www.pealim.com/dict/83-leached/,14
אֶחָד,echad,א - ח - ד,Cardinal numeral,,,,,,one,Cardinal numeral,https://www.pealim.com/dict/7130-echad/,14
אַחֲווָה,achava,א - ח - ו,Noun,feminine,,katla,,,"fraternity, comradeship, brotherhood, sisterhood","Noun – katla pattern, feminine",https://www.pealim.com/dict/7851-achava/,14
אָחוּ,achu,א - ח - ו,Noun,masculine,,ketel,,,"meadow, pasture, grazing land","Noun – ketel pattern, masculine",https://www.pealim.com/dict/8759-achu/,14
אָחוֹת,achot,-,Noun,feminine,,,,,sister,Noun – feminine,https://www.pealim.com/dict/4120-achot/,14
לֶאֱחוֹז,le'echoz,א - ח - ז,Verb,,pa'al,,,,"to grip, to grasp, to hold (ב-)",Verb – pa'al,https://www.pealim.com/dict/85-leechoz/,15
לְהֵיאָחֵז,lehe'achez,א - ח - ז,Verb,,nif'al,,,,to hold on (ב-),Verb – nif'al,https://www.pealim.com/dict/86-leheachez/,15
אֲחוּזָּה,achuza,א - ח - ז,Noun,feminine,,ktulla,,,"estate; property, holdings","Noun – ktulla pattern, feminine",https://www.pealim.com/dict/7930-achuza/,15
אֲחִיזָה,achiza,א - ח - ז,Noun,feminine,,ktila,,,"grasp, grip, hold, control; basis, support","Noun – ktila pattern, feminine",https://www.pealim.com/dict/8136-achiza/,15
אָחוּז,achuz,א - ח - ז,Noun,masculine,,katul,,,"percent, per cent","Noun – katul pattern, masculine",https://www.pealim.com/dict/6158-achuz/,15
לְאַחְזֵר,le'achzer,א - ח - ז - ר,Verb,,pi'el,,,,to retrieve (computing),Verb – pi'el,https://www.pealim.com/dict/8580-leachzer/,15
לְהִתְאַחוֹת,lehit'achot,א - ח - ה,Verb,,hitpa'el,,,,"to heal (fractured bones, damaged tissues); to be joined together",Verb – hitpa'el,https://www.pealim.com/dict/5030-lehitachot/,15
לְאַחוֹת,le'achot,א - ח - ה,Verb,,pi'el,,,,to stitch together; to unite (rare),Verb – pi'el,https://www.pealim.com/dict/5029-leachot/,15
אַחְייָן,achyan,-,Noun,masculine,,,,,nephew,Noun – masculine,https://www.pealim.com/dict/5435-achyan/,15
אַחְייָנִית,achyanit,-,Noun,feminine,,,,,niece,Noun – feminine,https://www.pealim.com/dict/5436-achyanit/,15
אִיחוּל,ichul,א - ח - ל,Noun,masculine,,kittul,,,"wish, greeting","Noun – kittul pattern, masculine",https://www.pealim.com/dict/7600-ichul/,15
לְאַחֵל,le'achel,א - ח - ל,Verb,,pi'el,,,,"to wish, to congratulate",Verb – pi'el,https://www.pealim.com/dict/87-leachel/,15
אִיחְסוּן,ichsun,א - ח - ס - ן,Noun,masculine,,kittul,,,storage,"Noun – kittul pattern, masculine",https://www.pealim.com/dict/3381-ichsun/,15
לְאַחְסֵן,le'achsen,א - ח - ס - ן,Verb,,pi'el,,,,to store,Verb – pi'el,https://www.pealim.com/dict/2615-leachsen/,15
אַחְרָיוּת,achrayut,א - ח - ר,Noun,feminine,,,,,"responsibility; warranty, guarantee",Noun – feminine,https://www.pealim.com/dict/7983-achrayut/,15
אִיחוּר,ichur,א - ח - ר,Noun,masculine,,kittul,,,"delay, tardiness, lateness, being late","Noun – kittul pattern, masculine",https://www.pealim.com/dict/7105-ichur/,16
אָחוֹר,achor,א - ח - ר,Noun,masculine,,katol,,,"back, rear part (lit.)","Noun – katol pattern, masculine",https://www.pealim.com/dict/4377-achor/,16
אַחַר,achar,א - ח - ר,Preposition,,,,,,after,Preposition,https://www.pealim.com/dict/4276-achar/,16
אָחוֹרָה,achora,א - ח - ר,Adverb,,,,,,backwards,Adverb,https://www.pealim.com/dict/4714-achora/,16
אֲחוֹרַייִם,achorayim,א - ח - ר,Noun,masculine,,katol,,,"buttocks, backside","Noun – katol pattern, masculine",https://www.pealim.com/dict/4378-achorayim/,16
מֵאֲחוֹרֵי,me'achorei,א - ח - ר,Preposition,,,katal,,,behind,Preposition – katal pattern,https://www.pealim.com/dict/4376-meachorei/,16
אַחֵר,acher,א - ח - ר,Adjective,,,,,,"other, another, different",Adjective,https://www.pealim.com/dict/4630-acher/,16
אַחֲרוֹן,acharon,א - ח - ר,Adjective,,,,,,last,Adjective,https://www.pealim.com/dict/4631-acharon/,16
מְאוּחָר,me'uchar,א - ח - ר,Adjective,,,mekuttal,,,"late, later",Adjective – mekuttal pattern,https://www.pealim.com/dict/7662-meuchar/,16
אַחְרַאי,achray,א - ח - ר,Noun,,,,,,responsible person,Noun,https://www.pealim.com/dict/7982-achray/,16
אֲחוֹרִי,achori,א - ח - ר,Adjective,,,,,,"posterior, rear",Adjective,https://www.pealim.com/dict/8492-achori/,16
לְאַחֵר,le'acher,א - ח - ר,Verb,,pi'el,,,,to be late,Verb – pi'el,https://www.pealim.com/dict/88-leacher/,16
לְהִתְאַחֵר,lehit'acher,א - ח - ר,Verb,,hitpa'el,,,,"to be late, to get late",Verb – hitpa'el,https://www.pealim.com/dict/20-lehitacher/,16
אַחֲרִית,acharit,א - ח - ר,Noun,feminine,,,,,"end, close",Noun – feminine,https://www.pealim.com/dict/9141-acharit/,16
אַחְרָאִי,achra'i,א - ח - ר,Adjective,,,,,,responsible,Adjective,https://www.pealim.com/dict/7109-achrai/,16
אֶטֶב,etev,א - ט - ב,Noun,masculine,,ketel,,,"clothes peg, clothespin, clip","Noun – ketel pattern, masculine",https://www.pealim.com/dict/7692-etev/,17
אִיטִּי,iti,א - ט - ט,Adjective,,,,,,slow; prolonged,Adjective,https://www.pealim.com/dict/5235-iti/,17
אַט,at,א - ט - ט,Adverb,,,,,,slowly (lit.),Adverb,https://www.pealim.com/dict/5234-at/,17
לְהָאֵט,leha'et,א - ט - ט,Verb,,hif'il,,,,"to slow down, to retard",Verb – hif'il,https://www.pealim.com/dict/89-lehaet/,17
אִטְלִיז,itliz,-,Noun,masculine,,,,,"butchery, butcher shop",Noun – masculine,https://www.pealim.com/dict/7994-itliz/,17
לֶאֱטוֹם,le'etom,א - ט - ם,Verb,,pa'al,,,,"to seal, to close",Verb – pa'al,https://www.pealim.com/dict/90-leetom/,17
אֲטִימוּת,atimut,א - ט - ם,Noun,feminine,,,,,"impermeability; opacity, opaqueness; inflexibility, unreceptiveness",Noun – feminine,https://www.pealim.com/dict/7496-atimut/,17
אִיטּוּם,itum,א - ט - ם,Noun,masculine,,kittul,,,"sealing, waterproofing","Noun – kittul pattern, masculine",https://www.pealim.com/dict/6609-itum/,17
אָטוּם,atum,א - ט - ם,Adjective,,,katul,,,"sealed; opaque; blocked, clogged (coll.)",Adjective – katul pattern,https://www.pealim.com/dict/7495-atum/,17
לְהֵיאָטֵם,lehe'atem,א - ט - ם,Verb,,nif'al,,,,"to be sealed, closed up",Verb – nif'al,https://www.pealim.com/dict/91-leheatem/,17
אִטְרִיָּה,itriya,-,Noun,feminine,,,,,"noodle; (in plural) noodles, macaroni, vermicelli 🍝",Noun – feminine,https://www.pealim.com/dict/6297-itriya/,17
אִי,i,-,Noun,masculine,,,,,island,Noun – masculine,https://www.pealim.com/dict/4331-i/,17
אוֹיֵב,oyev,א - י - ב,Noun,masculine,,kotel,,,enemy,"Noun – kotel pattern, masculine",https://www.pealim.com/dict/5002-oyev/,17
אֵיבָה,eiva,א - י - ב,Noun,,,,,,"hatred, loathing",Noun,https://www.pealim.com/dict/5003-eiva/,17
אֵיבָר,eivar,-,Noun,masculine,,,,,"limb, organ; member, part",Noun – masculine,https://www.pealim.com/dict/8478-eivar/,17
הִתְאַייְּדוּת,hit'aydut,א - י - ד,Noun,feminine,,hitkattlut,,,evaporation,"Noun – hitkattlut pattern, feminine",https://www.pealim.com/dict/9071-hitaydut/,18
לְאַייֵּד,le'ayed,א - י - ד,Verb,,pi'el,,,,"to vaporize, to evaporate",Verb – pi'el,https://www.pealim.com/dict/5777-leayed/,18
אִידֵיאָל,ide'al,-,Noun,masculine,,,,,ideal,Noun – masculine,https://www.pealim.com/dict/9220-ideal/,18
אִידֵיאָלִי,ide'ali,-,Adjective,,,,,,"ideal, perfect",Adjective,https://www.pealim.com/dict/9221-ideali/,18
אַיָּה,aya,-,Noun,feminine,,,,,"buzzard, Pernis (bird)",Noun – feminine,https://www.pealim.com/dict/5894-aya/,18
אַיֵּה,aye,-,Adverb,,,,,,where? (lit.),Adverb,https://www.pealim.com/dict/7872-aye/,18
אֵיזֶה,eize,-,Pronoun,,,,,,"which? (masculine singular); some, certain",Pronoun,https://www.pealim.com/dict/6874-eize/,18
אֵיזוֹ,eizo,-,Pronoun,,,,,,"which? (feminine singular); some, certain",Pronoun,https://www.pealim.com/dict/5715-eizo/,18
אַייָּל,ayal,-,Noun,masculine,,,,,🦌 deer,Noun – masculine,https://www.pealim.com/dict/6858-ayal/,18
אֵיךְ,eich,-,Adverb,,,katul,,,how,Adverb – katul pattern,https://www.pealim.com/dict/4588-eich/,18
אִיכָּא,ika,-,Particle,,,,,,"there is, there exists (Aramaic, in expressions)",Particle,https://www.pealim.com/dict/7537-ika/,18
אֵיכוּת,eichut,-,Noun,feminine,,,,,quality,Noun – feminine,https://www.pealim.com/dict/4590-eichut/,18
אִיכְס,ichs,-,Interjection,,,,,,"ugh!, yuck! (expression of disgust)",Interjection,https://www.pealim.com/dict/8044-ichs/,18
אֵיכְשֶׁהוּ,eichshehu,-,Adverb,,,,,,somehow,Adverb,https://www.pealim.com/dict/8550-eichshehu/,18
אַיִל,ayil,א - י - ל,Noun,masculine,,ketel,,,"🐏 ram (male sheep); mogul, tycoon","Noun – ketel pattern, masculine",https://www.pealim.com/dict/6857-ayil/,18
אֱייָל,eyal,א - י - ל,Noun,,,,,,"power, strength, valour (lit.)",Noun,https://www.pealim.com/dict/6859-eyal/,19
אִילּוּ,ilu,-,Adverb,,,,,,"if, if only",Adverb,https://www.pealim.com/dict/5247-ilu/,19
אֵילוּ,eilu,-,Pronoun,,,,,,"which? (plural); some, certain",Pronoun,https://www.pealim.com/dict/6875-eilu/,19
אִילָן,ilan,-,Noun,masculine,,,,,🌳 tree (lit.),Noun – masculine,https://www.pealim.com/dict/7691-ilan/,19
אֵים,em,-,Noun,feminine,,,,,mother,Noun – feminine,https://www.pealim.com/dict/2664-em/,19
אִיּוּם,iyum,א - י - ם,Noun,masculine,,kittul,,,"threat, menace","Noun – kittul pattern, masculine",https://www.pealim.com/dict/2950-iyum/,19
לְאַייֵּם,le'ayem,א - י - ם,Verb,,pi'el,,,,"to threaten, to menace (על)",Verb – pi'el,https://www.pealim.com/dict/92-leayem/,19
אֵימָה,eima,א - י - ם,Noun,feminine,,,,,"terror, fear",Noun – feminine,https://www.pealim.com/dict/5966-eima/,19
אָיוֹם,ayom,א - י - ם,Adjective,,,katol,,,"threatening, menacing; terrible, horrible",Adjective – katol pattern,https://www.pealim.com/dict/5981-ayom/,19
אֵין,ein,-,,,,,,,there is not; is not,–,https://www.pealim.com/dict/6052-ein/,19
לְאַייֵּן,le'ayen,א - י - ן,Verb,,pi'el,,,,"to liquidate, to exterminate",Verb – pi'el,https://www.pealim.com/dict/5284-leayen/,19
אִינְטֶרְנֶט,internet,-,Noun,masculine,,,,,internet,Noun – masculine,https://www.pealim.com/dict/7083-internet/,19
אֵינְסוֹף,einsof,-,Noun,masculine,,,,,infinity,Noun – masculine,https://www.pealim.com/dict/8673-einsof/,19
אֵינְסוֹפִי,einsofi,-,Adjective,,,,,,"infinite, endless",Adjective,https://www.pealim.com/dict/8674-einsofi/,19
אֵינְסְפוֹר,einsfor,-,Adverb,,,,,,"myriad, countless",Adverb,https://www.pealim.com/dict/8343-einsfor/,19
אֵיפֹה,eifo,-,Adverb,,,,,,where?,Adverb,https://www.pealim.com/dict/5805-eifo/,20
אִיּוּר,iyur,א - י - ר,Noun,masculine,,kittul,,,illustration,"Noun – kittul pattern, masculine",https://www.pealim.com/dict/5578-iyur/,20
לְאַייֵּר,le'ayer,א - י - ר,Verb,,pi'el,,,,to illustrate,Verb – pi'el,https://www.pealim.com/dict/2566-leayer/,20
אֵירוֹפָּה,eiropa,-,Noun,feminine,,,,,Europe,Noun – feminine,https://www.pealim.com/dict/8073-eiropa/,20
אֵירוֹפִּי,eiropi,-,Adjective,,,,,,European,Adjective,https://www.pealim.com/dict/8074-eiropi/,20
לְאַייֵּשׁ,le'ayesh,א - י - שׁ,Verb,,pi'el,,,,"to man, to staff",Verb – pi'el,https://www.pealim.com/dict/93-leayesh/,20
אִיּוּשׁ,iyush,א - י - שׁ,Noun,masculine,,kittul,,,"manning, staffing","Noun – kittul pattern, masculine",https://www.pealim.com/dict/8588-iyush/,20
אִישׁוֹן,ishon,-,Noun,masculine,,,,,pupil (eye),Noun – masculine,https://www.pealim.com/dict/6659-ishon/,20
לְאַייֵּת,le'ayet,א - י - ת,Verb,,pi'el,,,,to spell (a word),Verb – pi'el,https://www.pealim.com/dict/2454-leayet/,20
אִיּוּת,iyut,א - י - ת,Noun,masculine,,kittul,,,spelling,"Noun – kittul pattern, masculine",https://www.pealim.com/dict/8407-iyut/,20
אֵיתָן,eitan,-,Adjective,,,,,,"strong, stable, steadfast",Adjective,https://www.pealim.com/dict/6502-eitan/,20
אֵיתָנוּת,eitanut,-,Adjective,,,,,,"steadfastness, firmness",Adjective,https://www.pealim.com/dict/6503-eitanut/,20
אַךְ,ach,-,Conjunction,,,,,,"but, yet, however",Conjunction,https://www.pealim.com/dict/6257-ach/,20
לְהִתְאַכְזֵב,lehit'achzev,א - כ - ז - ב,Verb,,hitpa'el,,,,to be disappointed,Verb – hitpa'el,https://www.pealim.com/dict/95-lehitachzev/,20
מְאוּכְזָב,me'uchzav,א - כ - ז - ב,Adjective,,,mekuttal,,,disappointed,Adjective – mekuttal pattern,https://www.pealim.com/dict/5505-meuchzav/,20
לְאַכְזֵב,le'achzev,א - כ - ז - ב,Verb,,pi'el,,,,"to disappoint, to let down",Verb – pi'el,https://www.pealim.com/dict/94-leachzev/,21
אַכְזָבָה,achzava,א - כ - ז - ב,Noun,feminine,,kattala,,,disappointment,"Noun – kattala pattern, feminine",https://www.pealim.com/dict/8186-achzava/,21
לְהִתְאַכְזֵר,lehit'achzer,א - כ - ז - ר,Verb,,hitpa'el,,,,"to be cruel, to ill treat (אל)",Verb – hitpa'el,https://www.pealim.com/dict/96-lehitachzer/,21
אַכְזָרִיּוּת,achzariyut,א - כ - ז - ר,Noun,feminine,,,,,cruelty,Noun – feminine,https://www.pealim.com/dict/7779-achzariyut/,21
אַכְזָרִי,achzari,א - כ - ז - ר,Adjective,,,,,,"cruel, merciless",Adjective,https://www.pealim.com/dict/6959-achzari/,21
לֶאֱכוֹל,le'echol,א - כ - ל,Verb,,pa'al,,,,to eat,Verb – pa'al,https://www.pealim.com/dict/30-leechol/,21
לְהֵיאָכֵל,lehe'achel,א - כ - ל,Verb,,nif'al,,,,to be eaten,Verb – nif'al,https://www.pealim.com/dict/97-leheachel/,21
לְהַאֲכִיל,leha'achil,א - כ - ל,Verb,,hif'il,,,,"to feed (ב- ,את)",Verb – hif'il,https://www.pealim.com/dict/99-lehaachil/,21
אוֹכֶל,ochel,א - כ - ל,Noun,masculine,,kotel,,,food,"Noun – kotel pattern, masculine",https://www.pealim.com/dict/3416-ochel/,21
אַכְלָן,achlan,א - כ - ל,Noun,masculine,,katlan,,,glutton,"Noun – katlan pattern, masculine",https://www.pealim.com/dict/3417-achlan/,21
הַאֲכָלָה,ha'achala,א - כ - ל,Noun,feminine,,haktala,,,"feeding, nutrition","Noun – haktala pattern, feminine",https://www.pealim.com/dict/7540-haachala/,21
מַאֲכָל,ma'achal,א - כ - ל,Noun,masculine,,miktal,,,food,"Noun – miktal pattern, masculine",https://www.pealim.com/dict/8856-maachal/,21
מַאֲכֶלֶת,ma'achelet,א - כ - ל,Noun,feminine,,miktelet,,,"slaughtering knife, butcher's knife (lit.)","Noun – miktelet pattern, feminine",https://www.pealim.com/dict/8194-maachelet/,21
לְאַכֵּל,le'akel,א - כ - ל,Verb,,pi'el,,,,"to corrode, to erode",Verb – pi'el,https://www.pealim.com/dict/98-leakel/,21
אֲכִילָה,achila,א - כ - ל,Noun,feminine,,ktila,,,eating,"Noun – ktila pattern, feminine",https://www.pealim.com/dict/6332-achila/,21
